index,Vina,Drug,SMILES
7136,-5.7,FLORBETABEN,CNC1=CC=C(C=C1)C=CC2=CC=C(C=C2)OCCOCCOCCF
7137,-5.7,FLORFENICOL,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O
7138,-5.7,FLUFOSAL,C1=CC(=C(C=C1C(F)(F)F)OP(=O)(O)O)C(=O)O
7139,-5.7,FLUORODOPA,C1=C(C(=CC(=C1O)O)F)CC(C(=O)O)N
7140,-5.7,FLUPAROXAN,C1C2C(CN1)OC3=C(O2)C=CC=C3F
7141,-5.7,FOSARILATE,CCOP(=O)(CCCCCCOC1=C(C=C(C=C1)OC)Cl)OCC
7142,-5.7,FOSOPAMINE,CNCCC1=CC(=C(C=C1)OP(=O)(O)O)O
7143,-5.7,FURFENOREX,CC(CC1=CC=CC=C1)N(C)CC2=CC=CO2
7144,-5.7,GEFARNATE,CC(=CCCC(=CCCC(=CCCC(=O)OCC=C(C)CCC=C(C)C)C)C)C
7145,-5.7,GUAIAPATE,COC1=CC=CC=C1OCCOCCOCCN2CCCCC2
7146,-5.7,GUANACLINE,CC1=CCN(CC1)CCN=C(N)N
7147,-5.7,HALETHAZOLE,CCN(CC)CCOC1=CC=C(C=C1)C2=NC3=C(S2)C=CC(=C3)Cl
7148,-5.7,HEXCARBACHOLINE,C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C
7149,-5.7,HYDRALAZINE,C1=CC=C2C(=C1)C=NN=C2NN
7150,-5.7,IBUDILAST,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C
7151,-5.7,IFOXETINE,CC1=C(C(=CC=C1)OC2CCNCC2O)C
7152,-5.7,INAMRINONE,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
7153,-5.7,IOBUTOIC ACID,C1COCCN1C(=O)C2=C(C(=C(C=C2I)I)OCCCC(=O)O)I
7154,-5.7,IOCETAMIC ACID,CC(CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)C)C(=O)O
7155,-5.7,IOFLUPANE,COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I
7156,-5.7,IOMEGLAMIC ACID,CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)CCCC(=O)O
7157,-5.7,IOSUMETIC ACID,CCN(C1=C(C=C(C(=C1I)NC)I)I)C(=O)CCC(=O)O
7158,-5.7,IPROCLOZIDE,CC(C)NNC(=O)COC1=CC=C(C=C1)Cl
7159,-5.7,ISOMALT,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O
7160,-5.7,KETOBEMIDONE,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O
7161,-5.7,KETOCAINE,CCCC(=O)C1=CC=CC=C1OCCN(C(C)C)C(C)C
7162,-5.7,KRN5500,CCCCCCCCCC=CC=CC(=O)NCC(=O)NC1C(C(C(OC1C(CO)O)NC2=NC=NC3=C2NC=N3)O)O
7163,-5.7,LEUCINOCAINE,CCN(CC)C(CC(C)C)COC(=O)C1=CC=C(C=C1)N
7164,-5.7,LEVEMOPAMIL,CC(C)C(CCCN(C)CCC1=CC=CC=C1)(C#N)C2=CC=CC=C2
7165,-5.7,LEVISOPRENALINE,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
7166,-5.7,LORBAMATE,CCCC(C)(COC(=O)N)COC(=O)NC1CC1
7167,-5.7,LOSIGAMONE,COC1=CC(=O)OC1C(C2=CC=CC=C2Cl)O
7168,-5.7,LUFIRONIL,COCCNC(=O)C1=CC(=NC=C1)C(=O)NCCOC
7169,-5.7,Mannose-6-phosphate,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
7170,-5.7,MARALIXIBAT,CCCCC1(CS(=O)(=O)C2=C(C=C(C=C2)N(C)C)C(C1O)C3=CC=C(C=C3)OCC4=CC=C(C=C4)C[N+]56CCN(CC5)CC6)CCCC
7171,-5.7,MECLOCYCLINE SULFOSALICYLATE,CN(C)C1C2C(C3C(=C)C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O
7172,-5.7,MEDETOMIDINE,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
7173,-5.7,MELIZAME,C1=CC(=CC(=C1)OC2=NNN=N2)O
7174,-5.7,MEOBENTINE,CNC(=NC)NCC1=CC=C(C=C1)OC
7175,-5.7,METABUTOXYCAINE,CCCCOC1=C(C=CC=C1N)C(=O)OCCN(CC)CC
7176,-5.7,METAMELFALAN,C1=CC(=CC(=C1)N(CCCl)CCCl)CC(C(=O)O)N
7177,-5.7,METAZOCINE,CC1C2CC3=C(C1(CCN2C)C)C=C(C=C3)O
7178,-5.7,METHANIAZIDE,C1=CN=CC=C1C(=O)NNCS(=O)(=O)O
7179,-5.7,METHYLDOPA (RACEMIC),CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
7180,-5.7,METOPRINE,CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl
7181,-5.7,MIDAFLUR,C1(=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)N
7182,-5.7,MINOXIDIL,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
7183,-5.7,MITRATAPIDE,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CSC6=NN=CN6C)C7=CC=C(C=C7)Cl
7184,-5.7,MOCTAMIDE,CCCCCC=CCC=CCCCCCCCC(=O)NC(CC1=CC=C(C=C1)C)C2=CC=CC=C2
7185,-5.7,MORFOREX,CC(CC1=CC=CC=C1)NCCN2CCOCC2
7186,-5.7,NALOXEGOL,COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O
7187,-5.7,NEMAZOLINE,C1CN=C(N1)CC2=CC(=C(C(=C2)Cl)N)Cl
7188,-5.7,NICOPHOLINE,C1COCCN1C(=O)C2=CN=CC=C2
7189,-5.7,NISOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC
7190,-5.7,NITROMIDE,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N
7191,-5.7,NOGALAMYCIN,CC1C(C(C(C(O1)OC2CC(C(C3=CC4=C(C(=C23)O)C(=O)C5=C(C=C6C(=C5C4=O)OC7C(C(C(C6(O7)C)O)N(C)C)O)O)C(=O)OC)(C)O)OC)(C)OC)OC
7192,-5.7,NOREXIMIDE,C1C2C=CC1C3C2C(=O)NC3=O
7193,-5.7,NS-2359,CN1C2CCC1C(C(C2)C3=CC(=C(C=C3)Cl)Cl)COC
7194,-5.7,OCTACAINE,CCN(CC)C(C)CC(=O)NC1=CC=CC=C1
7195,-5.7,OCTICIZER,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2
7196,-5.7,ORPHENADRINE,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
7197,-5.7,PARIDOCAINE,CCCCNC1=CC=C(C=C1)C(=O)OC2CCN(CC2)C
7198,-5.7,PENTOBARBITAL,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
7199,-5.7,PERUVOSIDE,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
7200,-5.7,PHENCARBAMIDE,CCN(CC)CCSC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2
7201,-5.7,PICILOREX,CC1C(CC(N1)C2CC2)C3=CC=C(C=C3)Cl
7202,-5.7,PICLONIDINE,C1CCOC(C1)N(C2=C(C=CC=C2Cl)Cl)C3=NCCN3
7203,-5.7,PIPERAMIDE,CC(=O)NC1=CC=C(C=C1)N2CCN(CC2)CCCN(C)C
7204,-5.7,PIRIDRONIC ACID,C1=CC=NC(=C1)CC(P(=O)(O)O)P(=O)(O)O
7205,-5.7,PIRMAGREL,C1=CC2=CN=CN2C(=C1)CCCCCC(=O)O
7206,-5.7,PITOLISANT,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl
7207,-5.7,PIVENFRINE,CC(C)(C)C(=O)OC1=CC=CC(=C1)C(CNC)O
7208,-5.7,POMAGLUMETAD METHIONIL,CSCCC(C(=O)NC1(CS(=O)(=O)C2C1C2C(=O)O)C(=O)O)N
7209,-5.7,POTASSIUM GLUCONATE,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[K+]
7210,-5.7,PRACTOLOL,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
7211,-5.7,PREDNISOLONE STEAGLATE,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O
7212,-5.7,PRILOCAINE,CCCNC(C)C(=O)NC1=CC=CC=C1C
7213,-5.7,PROCAINAMIDE,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
7214,-5.7,PROHEPTAZINE,CCC(=O)OC1(CCCN(CC1C)C)C2=CC=CC=C2
7215,-5.7,PROSPIDIUM,C1C[N+]2(CCN1CC(CCl)O)CC[N+]3(CCN(CC3)CC(CCl)O)CC2
7216,-5.7,PROTHEOBROMINE,CC(CN1C(=O)C2=C(N=CN2C)N(C1=O)C)O
7217,-5.7,PROXAZOLE,CCC(C1=CC=CC=C1)C2=NOC(=N2)CCN(CC)CC
7218,-5.7,PYRIDOXAL PHOSPHATE,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
7219,-5.7,PYRIDOXAMINE PHOSPHATE,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O
7220,-5.7,PYRILAMINE,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
7221,-5.7,PYTAMINE,CCC1=C(C(=CC=C1)CC)C(C2=CC=CC=N2)OCCN(C)C
7222,-5.7,RABACFOSADINE,CCOC(=O)C(C)NP(=O)(COCCN1C=NC2=C(N=C(N=C21)N)NC3CC3)NC(C)C(=O)OCC
7223,-5.7,RETINOL,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
7224,-5.7,RISOTILIDE,CC(C)NCCN(C(C)C)S(=O)(=O)C1=CC=C(C=C1)NS(=O)(=O)C
7225,-5.7,ROGLETIMIDE,CCC1(CCC(=O)NC1=O)C2=CC=NC=C2
7226,-5.7,ROMIDEPSIN,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
7227,-5.7,SAMERIDINE,CCCCCCN1CCC(CC1)(C2=CC=CC=C2)C(=O)N(C)CC
7228,-5.7,SORBITAN MONOLAURATE,CCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O
7229,-5.7,SOTALOL,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
7230,-5.7,SPARTEINE,C1CCN2CC3CC(C2C1)CN4C3CCCC4
7231,-5.7,STEPRONIN,CC(C(=O)NCC(=O)O)SC(=O)C1=CC=CS1
7232,-5.7,SULBENOX,C1CC(=O)C2=C(C1NC(=O)N)C=CS2
7233,-5.7,SULFACARBAMIDE,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N
7234,-5.7,T-817,C1C(CN1CCCOCCC2=CC3=C(C=C2)SC=C3)O
7235,-5.7,TASULDINE,C1=CC(=CN=C1)CSC2=NC=CC=N2
7236,-5.7,TAZOMELINE,CCCCCCSC1=NSN=C1C2=CCCN(C2)C
7237,-5.7,TEMOZOLOMIDE,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
7238,-5.7,TENITRAMINE,C(CN(CCO[N+](=O)[O-])CCO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
7239,-5.7,TENONITROZOLE,C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-]
7240,-5.7,THEOBROMINE,CN1C=NC2=C1C(=O)NC(=O)N2C
7241,-5.7,THIAMINE,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
7242,-5.7,THIHEXINOL,CN(C)C1CCC(CC1)C(C2=CC=CS2)(C3=CC=CS3)O
7243,-5.7,TIFLOREX,CCNC(C)CC1=CC(=CC=C1)SC(F)(F)F
7244,-5.7,TILBROQUINOL,CC1=CC(=C(C2=C1C=CC=N2)O)Br
7245,-5.7,TIOXIDAZOLE,CCCOC1=CC2=C(C=C1)N=C(S2)NC(=O)OC
7246,-5.7,TIPROTIMOD,CC1=C(SC(=N1)SCCCC(=O)O)CC(=O)O
7247,-5.7,TOCOPHEROL ACETATE,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C
7248,-5.7,TOFENACIN,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC
7249,-5.7,TOLIMIDONE,CC1=CC(=CC=C1)OC2=CNC(=O)N=C2
7250,-5.7,TOLOXATONE,CC1=CC(=CC=C1)N2CC(OC2=O)CO
7251,-5.7,TOLPROPAMINE,CC1=CC=C(C=C1)C(CCN(C)C)C2=CC=CC=C2
7252,-5.7,TOLYCAINE,CCN(CC)CC(=O)NC1=C(C=CC=C1C(=O)OC)C
7253,-5.7,TRICLACETAMOL,C1=CC(=CC=C1NC(=O)C(Cl)(Cl)Cl)O
7254,-5.7,TRIMETAZIDINE,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC
7255,-5.7,TRINITROPHENOL,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
7256,-5.7,TRIPELENNAMINE,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
7257,-5.7,TROVIRDINE,C1=CC=NC(=C1)CCNC(=S)NC2=NC=C(C=C2)Br
7258,-5.7,VALOFANE,CC1CC(C(=O)O1)(CC=C)C(=O)NC(=O)N
7259,-5.7,VAMICAMIDE,CC(CC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)N(C)C
7260,-5.7,VILANTEROL ,C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O)Cl
7261,-5.7,VILOXAZINE,CCOC1=CC=CC=C1OCC2CNCCO2
7262,-5.7,XANOMELINE,CCCCCCOC1=NSN=C1C2=CCCN(C2)C
7263,-5.7,XENTHIORATE,CCC(C1=CC=C(C=C1)C2=CC=CC=C2)C(=O)SCCN(CC)CC
7264,-5.7,ZALCITABINE,C1CC(OC1CO)N2C=CC(=NC2=O)N
7265,-5.6,AFUROLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C(=O)OC2)O
7266,-5.6,ALAPROCLATE,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N
7267,-5.6,ALCLOFENAC,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl
7268,-5.6,ALT-2074,CC1(CN[Se]C2=CC=CC=C21)C
7269,-5.6,AXOMADOL,CN(C)CC1CCC(CC1(C2=CC(=CC=C2)OC)O)O
7270,-5.6,AZINTAMIDE,CCN(CC)C(=O)CSC1=NN=C(C=C1)Cl
7271,-5.6,BECLOTIAMINE,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCCl.[Cl-]
7272,-5.6,BENCYCLANE,CN(C)CCCOC1(CCCCCC1)CC2=CC=CC=C2
7273,-5.6,BETOXYCAINE,CCCCOC1=C(C=C(C=C1)C(=O)OCCOCCN(CC)CC)N
7274,-5.6,BIOTIN,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
7275,-5.6,BIPENAMOL,C1=CC=C(C(=C1)CN)SC2=CC=CC=C2CO
7276,-5.6,BISORCIC,CC(=O)NCCCC(C(=O)O)NC(=O)C
7277,-5.6,BITHIONOL,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl
7278,-5.6,BROXYQUINOLINE,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1
7279,-5.6,BUTETHAMINE,CC(C)CNCCOC(=O)C1=CC=C(C=C1)N
7280,-5.6,BUTOBENDINE,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)N(C)CCN(C)C(CC)COC(=O)C2=CC(=C(C(=C2)OC)OC)OC
7281,-5.6,BUTOPIPRINE,CCCCOCCOC(=O)C(C1=CC=CC=C1)N2CCCCC2
7282,-5.6,BUTOPROZINE,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C2=C(C=C3N2C=CC=C3)CC
7283,-5.6,CARBUTAMIDE,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
7284,-5.6,CARSALAM,C1=CC=C2C(=C1)C(=O)NC(=O)O2
7285,-5.6,CICLACTATE,CC1CC(CC(C1)(C)C)OC(=O)C(C)O
7286,-5.6,CICLOPROLOL,CC(C)NCC(COC1=CC=C(C=C1)OCCOCC2CC2)O
7287,-5.6,CIOTERONEL,CCC(CCCCC1CCC2C1CC(=O)C2)OC
7288,-5.6,CLAVULANIC ACID,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O
7289,-5.6,CLAZOLIMINE,CN1C(=O)CN(C1=N)C2=CC=C(C=C2)Cl
7290,-5.6,CLOFOREX,CCOC(=O)NC(C)(C)CC1=CC=C(C=C1)Cl
7291,-5.6,CLOMOXIR,C1C(O1)(CCCCCC2=CC=C(C=C2)Cl)C(=O)O
7292,-5.6,CP1-1189,CC(=O)NC1=CC=C(C=C1)C(=O)NC(C)(C)C
7293,-5.6,CYTARABINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
7294,-5.6,CYTISINICLINE,C1C2CNCC1C3=CC=CC(=O)N3C2
7295,-5.6,DABUZALGRON,CC1=C(C=CC(=C1NS(=O)(=O)C)Cl)OCC2=NCCN2
7296,-5.6,DANUSERTIB,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC
7297,-5.6,DECLOPRAMIDE,CCN(CC)CCNC(=O)C1=CC(=C(C=C1)N)Cl
7298,-5.6,DEPROSTIL,CCCCCC(C)(CCC1CCC(=O)C1CCCCCCC(=O)O)O
7299,-5.6,DESCICLOVIR,C1=C2C(=NC(=N1)N)N(C=N2)COCCO
7300,-5.6,DETOMIDINE,CC1=C(C(=CC=C1)CC2=CN=CN2)C
7301,-5.6,DEVAPAMIL,CC(C)C(CCCN(C)CCC1=CC(=CC=C1)OC)(C#N)C2=CC(=C(C=C2)OC)OC
7302,-5.6,DEXAMISOLE,C1CSC2=NC(CN21)C3=CC=CC=C3
7303,-5.6,DEXFENFLURAMINE,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
7304,-5.6,DEXIMAFEN,C1CN2C(CN=C2N1)C3=CC=CC=C3
7305,-5.6,DEXTROMETHADONE,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
7306,-5.6,DICLORALUREA,C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O
7307,-5.6,DIETHYLSTILBESTROL DIPROPIONATE,CCC(=C(CC)C1=CC=C(C=C1)OC(=O)CC)C2=CC=C(C=C2)OC(=O)CC
7308,-5.6,DIETIFEN,CCN(CC)CCOC1=CC=C(C=C1)C(=O)CCC2=CC=CC=C2
7309,-5.6,DOMAZOLINE,CC1=CC(=C(C(=C1OC)C)CC2=NCCN2)OC
7310,-5.6,DROFENINE,CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2
7311,-5.6,DUAZOMYCIN,CC(=O)NC(CCC(=O)C=[N+]=[N-])C(=O)O
7312,-5.6,ECLANAMINE,CCC(=O)N(C1CCCC1N(C)C)C2=CC(=C(C=C2)Cl)Cl
7313,-5.6,ECOMUSTINE,COC1CC(C(C(O1)CO)O)NC(=O)N(CCCl)N=O
7314,-5.6,ENEFEXINE,CCC1=CC=C(C=C1)C2CCNCC2
7315,-5.6,ERLOSAMIDE,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
7316,-5.6,EROCAINIDE,CC(C)N(CCCON=C1CCCCC1=CC2=CC=C(C=C2)Cl)C(C)C
7317,-5.6,FAMOTIDINE,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
7318,-5.6,FENMETOZOLE,C1CN=C(N1)COC2=CC(=C(C=C2)Cl)Cl
7319,-5.6,FLOPROPIONE,CCC(=O)C1=C(C=C(C=C1O)O)O
7320,-5.6,FLUNAMINE,C1=CC(=CC=C1C(C2=CC=C(C=C2)F)OCCN)F
7321,-5.6,FLURITHROMYCIN,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)(C)F)C)O)(C)O
7322,-5.6,FLUROFAMIDE,C1=CC(=CC=C1C(=O)NP(=O)(N)N)F
7323,-5.6,FORFENIMEX,C1=CC(=C(C=C1C(C(=O)O)N)O)CO
7324,-5.6,GENTISIC ACID ETHANOLAMIDE,C1=CC(=C(C=C1O)C(=O)NCCO)O
7325,-5.6,GLUFOSFAMIDE,C(CCl)NP(=O)(NCCCl)OC1C(C(C(C(O1)CO)O)O)O
7326,-5.6,GLUTAURINE,C(CC(=O)NCCS(=O)(=O)O)C(C(=O)O)N
7327,-5.6,GPI-1485,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)O
7328,-5.6,GUANOCLOR,C1=CC(=C(C(=C1)Cl)OCCNN=C(N)N)Cl
7329,-5.6,GUANOXYFEN,C1=CC=C(C=C1)OCCCN=C(N)N
7330,-5.6,HALONAMINE,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)OCCN)F
7331,-5.6,HEXAPRADOL,CCCCCC(C(C1=CC=CC=C1)(C2=CC=CC=C2)O)N
7332,-5.6,HEXETIDINE,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N
7333,-5.6,HX-1171,CCCCCCOC1=C(C(=C(C(=C1)C)O)C)C
7334,-5.6,HYDROXYTETRACAINE,CCCCNC1=CC(=C(C=C1)C(=O)OCCN(C)C)O
7335,-5.6,ICOSAPENT,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
7336,-5.6,IDRAPRIL,CN(CC(=O)NO)C(=O)C1CCCCC1C(=O)O
7337,-5.6,IMAFEN,C1CN2C(CN=C2N1)C3=CC=CC=C3
7338,-5.6,INCADRONIC ACID,C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O
7339,-5.6,INGAVIRIN,C1=C(NC=N1)CCNC(=O)CCCC(=O)O
7340,-5.6,IOBENGUANE,C1=CC(=CC(=C1)I)CN=C(N)N
7341,-5.6,IOCARMIC ACID,CNC(=O)C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NC)I)I)C(=O)O)I
7342,-5.6,IODOHIPPURATE,C1=CC=C(C(=C1)C(=O)NCC(=O)O)I
7343,-5.6,IOLIXANIC ACID,CCN(C1=C(C(=C(C=C1I)I)OCCOC(C)C(=O)O)I)C(=O)C
7344,-5.6,IOSULAMIDE,CCN(C1=C(C(=C(C(=C1I)NC(=O)CCS(=O)(=O)CCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)N(CC)C(=O)C)I)I)C(=O)O)I)C(=O)C
7345,-5.6,IOTHALAMIC ACID,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I
7346,-5.6,IPIDACRINE,C1CCC2=C(C1)C(=C3CCCC3=N2)N
7347,-5.6,IQUINDAMINE,CCN(CC)CCNC1=NCCC2=CC=CC=C21
7348,-5.6,ISOSPAGLUMIC ACID,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
7349,-5.6,KETOCAINOL,CCCC(C1=CC=CC=C1OCCN(C(C)C)C(C)C)O
7350,-5.6,LANICEMINE,C1=CC=C(C=C1)C(CC2=CC=CC=N2)N
7351,-5.6,LAPYRIUM,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1
7352,-5.6,LEVAMISOLE,C1CSC2=NC(CN21)C3=CC=CC=C3
7353,-5.6,LEVOMETHADONE,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
7354,-5.6,LEVOPROPOXYPHENE,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
7355,-5.6,LODELABEN,CCCCCCCCCCCCCCCCCC(C1=CC(=C(C=C1)C(=O)O)Cl)O
7356,-5.6,LOFEMIZOLE,CC1=C(N=CN1)C2=CC=C(C=C2)Cl
7357,-5.6,LOXANAST,CC(C)CCCC1CCC(CC1)(C)C(=O)O
7358,-5.6,MEDIFOXAMINE,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2
7359,-5.6,MELADRAZINE,CCN(CC)C1=NC(=NC(=N1)NN)N(CC)CC
7360,-5.6,MELPHALAN,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
7361,-5.6,MELUADRINE,CC(C)(C)NCC(C1=C(C=C(C=C1)O)Cl)O
7362,-5.6,MENADIONE,CC1=CC(=O)C2=CC=CC=C2C1=O
7363,-5.6,MEPHENYTOIN,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
7364,-5.6,MEPROSCILLARIN,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)OC
7365,-5.6,METATEROL,CC(C)NCC(C1=CC(=CC=C1)O)O
7366,-5.6,METAZAMIDE,CC1=CNC(=O)N1C2=CC=C(C=C2)OC
7367,-5.6,METETHOHEPTAZINE,CCOC(=O)C1(CCCN(CC1C)C)C2=CC=CC=C2
7368,-5.6,METHADONE,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
7369,-5.6,METIPRANOLOL,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
7370,-5.6,METIPRENALINE,CC(C)NCC(C1=CC(=C(C=C1)O)OC)O
7371,-5.6,METYRAPONE,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
7372,-5.6,MIDOMAFETAMINE,CC(CC1=CC2=C(C=C1)OCO2)NC
7373,-5.6,MOFEGILINE,C1=CC(=CC=C1CCC(=CF)CN)F
7374,-5.6,MOXISYLYTE,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
7375,-5.6,NB-001,C1=NC(=C2C(=N1)N(C=N2)CCNCCCCCO)N
7376,-5.6,NIFEDIPINE,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
7377,-5.6,NIMUSTINE,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O
7378,-5.6,NIRIDAZOLE,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-]
7379,-5.6,NISOBAMATE,CCC(C)C(C)(COC(=O)N)COC(=O)NC(C)C
7380,-5.6,NORMETHADONE,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
7381,-5.6,OCTAFONIUM,CC[N+](CC)(CCOC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)CC2=CC=CC=C2
